report_number,crash_year,crash_date_time,first_harmful_event,total_number_of_vehicles,total_number_of_persons,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,first_harmful_event,harmful_event_location,other1,tallahassee_democrat,wtxl
89141111,2019,2019-05-16 08:00,14,2,2,Capital Circle NE,,30.450776,-84.226597,199,,N,INDUSTRIAL PLAZA DR,,2,14,1,EC2,,
89141112,2019,2019-05-16 08:08,14,2,2,W Tennessee St,,30.444611,-84.292405,115,,E,RAVEN ST,,2,14,1,EC2,,
89141113,2019,2019-05-16 08:31,14,3,4,Capital Circle NE,,30.499748,-84.247295,231,,S,RAYMOND DIEHL RD,,2,14,1,EC2,,
89141109,2019,2019-05-16 08:31,14,2,3,S Adams St,,30.413483,-84.282835,43,,S,POLK DR,,5,14,1,EC2,,
89141108,2019,2019-05-16 08:40,14,2,3,N Meridian Rd,,30.474432,-84.277308,8,,N,JOHN KNOX RD,,4,14,1,EC2,,
89141110,2019,2019-05-16 09:09,14,2,2,W Tennessee St,1900,30.448936,-84.315128,400,,W,HIGH RD,,2,14,1,EC2,,
89141116,2019,2019-05-16 10:18,14,2,2,Gibbs Dr,,30.46346,-84.291825,74,,S,W THARPE ST,,5,14,1,EC2,,
89141114,2019,2019-05-16 10:50,14,2,2,Centerville Rd,,30.473302,-84.24376,,,,N BLAIR STONE RD,,4,14,1,EC2,,
89141117,2019,2019-05-16 11:01,14,2,2,N Monroe St,,30.470701,-84.289421,31,,E,SILVER SLIPPER LN,,3,14,1,EC2,,
89141115,2019,2019-05-16 12:20,14,2,6,Apalachee Pkwy,,30.427585,-84.226494,59,,E,CAPITAL CIR SE,,2,14,1,EC2,,
89141119,2019,2019-05-16 12:35,14,2,2,W Tennessee St,,30.448837,-84.303877,66,,E,W BREVARD ST,,5,14,1,EC2,,
89141120,2019,2019-05-16 13:06,14,2,2,Capital Circle NE,,30.49193,-84.242646,,,,GILLIAM LN,,3,14,1,EC2,,
89141118,2019,2019-05-16 13:09,14,2,3,Apalachee Pkwy,,30.429917,-84.243281,123,,E,N PAUL RUSSELL RD,,2,14,1,EC2,,
89141122,2019,2019-05-16 13:18,14,2,2,S Meridian St,,30.412686,-84.277062,,,,E ORANGE AVE,,3,14,1,EC2,,
89141125,2019,2019-05-16 13:20,14,2,2,E GEORGIA ST,,30.448009,-84.278339,,,,N GADSDEN ST,,5,14,1,EC2,,
89141124,2019,2019-05-16 13:50,14,2,2,APAKIN NENE,,30.432343,-84.253699,,,,OLD SAINT AUGUSTINE RD,,5,14,1,EC2,,
89141142,2019,2019-05-16 14:08,14,3,4,Callaway Rd,,30.479091,-84.30421,506,,S,HOSPITALITY ST,,5,14,1,EC2,,
89141121,2019,2019-05-16 14:15,14,2,2,W Tharpe St,,30.46534,-84.343952,,,,N MISSION RD,,5,14,1,EC2,,
89141123,2019,2019-05-16 14:46,14,2,2,N Bronough St,,30.445843,-84.284308,,,,W VIRGINIA ST,,5,14,1,EC2,,
89141127,2019,2019-05-16 15:18,14,2,2,W Tharpe St,,30.463529,-84.309731,31,,E,SEMINOLE GRAND APARTMENTS,,5,14,1,EC2,,
89141126,2019,2019-05-16 15:40,14,3,3,S Adams St,,30.420228,-84.282098,101,,N,PALMETTO ST,,4,14,1,EC2,,
89141137,2019,2019-05-16 15:46,14,2,3,N Macomb St,,30.447339,-84.2886,160,,N,W CAROLINA ST,,4,14,1,EC2,,
89141128,2019,2019-05-16 15:49,14,4,8,Old Bainbridge Rd,,30.469835,-84.307087,36,,W,YAUPON DR,,5,14,1,EC2,,
88102368,2019,2019-05-16 16:29,14,2,3,US HIGHWAY 319,,30.54845,-84.22512,150,,S,CHANCELORSVILLE RD,,2,14,1,EC2,,
89141134,2019,2019-05-16 16:45,14,2,2,High Rd,,30.463193,-84.31348,130,,S,W THARPE ST,,5,14,1,EC2,,
89141130,2019,2019-05-16 16:53,14,2,4,Apalachee Pkwy,,30.427552,-84.236914,21,,E,CROSS CREEK CIR,,3,14,1,EC2,,
88592924,2019,2019-05-16 17:01,14,2,2,W Call St,836,30.443945,-84.294652,,,,,,9,14,2,EC2,,
89141136,2019,2019-05-16 17:17,14,2,2,Centerville Rd,,30.476703,-84.239572,,,,CENTRE POINTE BLVD,,4,14,1,EC2,,
89141129,2019,2019-05-16 17:20,14,2,2,Appleyard Dr,,30.442168,-84.33778,152,,N,S APPLEYARD DR,,5,14,1,EC2,,
89141131,2019,2019-05-16 17:29,14,2,2,W 5TH AVE,,30.454708,-84.284316,,,,N BRONOUGH ST,,5,14,1,EC2,,
89141132,2019,2019-05-16 17:39,39,1,1,GARDENVIEW WAY,,,,,,,PARADISE PL,,8,39,3,EC2,,
89141139,2019,2019-05-16 18:09,14,2,3,Capital Circle NE,,30.452526,-84.226446,20,,S,INDUSTRIAL PLAZA DR,,5,14,1,EC2,,
89141141,2019,2019-05-16 18:45,14,2,3,Springhill Rd,,30.412863,-84.30327,30,,N,W ORANGE AVE,,3,14,1,EC2,,
87249941,2019,2019-05-16 19:03,14,2,4,WOODLANE CIRCLE,,30.5181799593973,-84.3661512101714,15,,W,STATE ROAD 263,,4,14,1,EC2,,
87511841,2019,2019-05-16 19:05,14,2,2,TCC Parking Lot A,,30.44542,-84.33878,,,,,,9,14,8,EC2,,
89141133,2019,2019-05-16 19:25,14,2,5,W Madison St,,30.436598,-84.285615,,,,S M L KING JR BLVD,,5,14,1,EC2,,
89141135,2019,2019-05-16 21:35,15,2,1,S Duval St,,30.441168,-84.283027,152,,N,W COLLEGE AVE,,5,15,1,EC2,,
89141138,2019,2019-05-16 21:55,14,2,4,Stone Rd,,30.476047,-84.311489,,,,OLD BAINBRIDGE RD,,5,14,1,EC2,,
89141140,2019,2019-05-16 23:34,14,2,4,W Tennessee St,,30.447181,-84.326691,201,,W,WHITE DR,,3,14,1,EC2,,
89141145,2019,2019-05-17 07:45,14,2,3,RIVERTON TRL,,30.388689,-84.224196,,,,GROVE PARK DR,,5,14,1,EC2,,
89141144,2019,2019-05-17 08:18,14,2,3,Timberlane Rd,,30.504731,-84.254292,,,,MARKET ST,,5,14,1,EC2,,
89141143,2019,2019-05-17 08:24,14,4,5,E Orange Ave,,30.412556,-84.280954,102,,W,S MONROE ST,,4,14,1,EC2,,
89297583,2019,2019-05-17 08:40,24,1,3,DEER LK W,,30.592567,-84.244705,37,,S,HUNTERS RIDGE TRL,,5,24,2,EC2,,
89141146,2019,2019-05-17 08:47,14,2,2,S Adams St,,30.4046,-84.283428,226,,S,PAUL RUSSELL RD,,3,14,1,EC2,,
89141147,2019,2019-05-17 11:01,14,2,2,Thomasville Rd,,30.541669,-84.228598,233,,S,KERRY FOREST PKWY,,2,14,1,EC2,,
89141148,2019,2019-05-17 11:35,14,2,2,W Pensacola St,,30.440438,-84.314556,,,,N LIPONA RD,,5,14,1,EC2,,
89141149,2019,2019-05-17 12:22,15,2,1,S Monroe St,2526,30.415644,-84.280908,,,,,,9,15,2,EC2,,
89141150,2019,2019-05-17 12:30,14,2,2,E GEORGIA ST,,30.448002,-84.281965,,,,N ADAMS ST,,5,14,1,EC2,,
89141151,2019,2019-05-17 12:36,14,2,2,MICCOSUKEE COMMONS DR,1803,30.4661,-84.231744,,,,,,9,14,8,EC2,,
89141152,2019,2019-05-17 12:40,14,2,2,METROPOLITAN BLVD,,30.500212,-84.255466,1002,,W,THOMASVILLE RD,,5,14,1,EC2,,
89141153,2019,2019-05-17 12:59,14,2,4,W Tennessee St,,30.446238,-84.298113,,,,N WOODWARD AVE,,2,14,1,EC2,,
89297698,2019,2019-05-17 12:59,14,2,2,S Monroe St,,30.405012,-84.280675,90,,S,PAUL RUSSELL RD,,5,14,1,EC2,,
89297597,2019,2019-05-17 13:30,14,2,2,WESTWAY RD,,30.379601,-84.290869,,,,CRAWFORDVILLE RD,,4,14,1,EC2,,
89297585,2019,2019-05-17 13:40,39,1,1,BANNERMAN RD,3451,30.562085,-84.219353,,,,,,9,39,2,EC2,,
89141154,2019,2019-05-17 14:16,14,2,4,White Dr,,30.447332,-84.326265,,,,W TENNESSEE ST,,5,14,1,EC2,,
89141181,2019,2019-05-17 14:34,39,1,2,W Gaines St,600,30.435759,-84.290719,,,,,,9,39,2,EC2,,
89141166,2019,2019-05-17 14:45,14,2,3,N Macomb St,,30.444631,-84.288506,,,,W TENNESSEE ST,,2,14,1,EC2,,
89297465,2019,2019-05-17 15:12,15,2,6,N Monroe St,3841,30.503217,-84.32922,,,,,,9,15,8,EC2,,
89141170,2019,2019-05-17 15:25,14,2,2,Capital Circle NE,,30.459818,-84.227929,,,,MAHAN DR,,5,14,1,EC2,,
89141167,2019,2019-05-17 15:35,14,2,4,Thomasville Rd,,30.483267,-84.257981,134,,N,SAVANNAH TRCE,,3,14,1,EC2,,
89141156,2019,2019-05-17 15:50,15,2,2,W Park Ave,,30.441696,-84.286821,359,,W,S MARTIN LUTHER KING JR BLVD,,5,15,10,EC2,,
89141157,2019,2019-05-17 16:00,14,2,2,Thomasville Rd,,30.487846,-84.255746,122,,S,HERMITAGE BLVD,,2,14,1,EC2,,
89141155,2019,2019-05-17 16:04,15,2,1,N Monroe St,2415,30.475753,-84.292978,,,,,,9,15,8,EC2,,
89141174,2019,2019-05-17 16:31,14,2,4,N Blair Stone Rd,,30.462439,-84.243015,,,,MICCOSUKEE RD,,5,14,1,EC2,,
89297723,2019,2019-05-17 16:34,14,2,3,Mahan Dr,,30.491607,-84.124624,279,,E,CRUMP RD,,5,14,1,EC2,,
89141169,2019,2019-05-17 16:49,14,2,2,Jim Lee Rd,,30.412483,-84.264172,,,E,E ORANGE AVE,,5,14,1,EC2,,
89141158,2019,2019-05-17 16:51,14,2,2,W Tennessee St,,30.45931,-84.357961,2686,,W,BICYCLE RD,,2,14,1,EC2,,
89141159,2019,2019-05-17 17:00,14,2,3,Midyette Rd,,30.415806,-84.234927,5,,W,J S DILLON AVE,,5,14,1,EC2,,
89141160,2019,2019-05-17 17:03,39,1,1,Easterwood Dr,999,30.451536,-84.22283,,,,,,9,39,2,EC2,,
89141162,2019,2019-05-17 17:07,14,2,2,W 6TH AVE,,30.456349,-84.285531,,,,N M L KING JR BLVD,,5,14,1,EC2,,
89141161,2019,2019-05-17 17:20,14,2,2,Capital Circle NE,,30.441943,-84.226645,198,,N,E PARK AVE,,2,14,1,EC2,,
89141171,2019,2019-05-17 17:22,14,2,2,S Magnolia Dr,,30.441576,-84.26173,,,,E PARK AVE,,5,14,1,EC2,,
89141172,2019,2019-05-17 17:27,14,3,3,Ocala Rd,,30.446168,-84.317206,265,,N,HERITAGE GROVE CIR,,5,14,1,EC2,,
87292196,2019,2019-05-17 17:34,14,2,2,MAHAN DRIVE (SHELL PARKING LOT),6625,30.4817474822889,-84.1673759635339,500,,E,VINELAND DRIVE,,5,14,8,EC2,,
89141168,2019,2019-05-17 18:09,14,2,2,Apalachee Pkwy,,30.427421,-84.22844,37,,W,KINGS DR,,2,14,2,EC2,,
89141163,2019,2019-05-17 18:45,14,2,3,Lake Bradford Rd,,30.434333,-84.302029,,,,JACKSON BLUFF RD,,5,14,1,EC2,,
89141164,2019,2019-05-17 18:47,14,2,2,John Knox Rd,,30.472016,-84.291088,,,,N MONROE ST,,5,14,1,EC2,,
89141165,2019,2019-05-17 19:12,15,2,1,Appleyard Dr,501,30.436858,-84.3369,,,,,,9,15,2,EC2,,
89141190,2019,2019-05-17 19:19,14,2,2,White Dr,,30.441162,-84.325956,,,,W PENSACOLA ST,,3,14,1,EC2,,
88109687,2019,2019-05-17 21:30,27,1,1,STATE ROAD 20,,30.4136852464004,-84.5514779697616,250,,E,ROY CLARK DR,,3,27,2,EC2,,
89297671,2019,2019-05-17 22:10,14,2,6,Mahan Dr,,30.49156,-84.125064,100,,E,CHAIRES CROSS RD,,5,14,1,EC2,,
89141173,2019,2019-05-17 23:18,14,2,6,S Bronough St,,30.435473,-84.284349,,,,W GAINES ST,,5,14,1,EC2,,
89297608,2019,2019-05-18 00:00,39,1,1,Mahan Dr,4220,30.468843,-84.20749,,,,,,8,39,88,EC2,,
89141185,2019,2019-05-18 03:00,15,2,1,Thomasville Rd,3425,30.503628,-84.250385,,,,,,9,15,8,EC2,,
88109688,2019,2019-05-18 03:55,33,1,1,WOODVILLE HIGHWAY,,30.3172740508234,-84.2480602900341,5,,W,PAGE ROAD,,4,33,2,EC2,,
89141176,2019,2019-05-18 04:55,15,2,1,AARON DR,,30.466484,-84.325028,555,,N,SCENIC RD,,5,15,1,EC2,,
89141177,2019,2019-05-18 08:05,14,2,3,TIM GAMBLE PL,,30.475969,-84.236446,,,,,,9,14,8,EC2,,
89141178,2019,2019-05-18 09:10,15,2,1,BRANCH ST,,30.459844,-84.289279,89,,S,W 9TH AVE,,5,15,1,EC2,,
89141179,2019,2019-05-18 09:53,14,2,2,Miccosukee Rd,,30.455265,-84.263106,183,,E,LEE AVE,,4,14,1,EC2,,
89297680,2019,2019-05-18 10:20,15,2,1,SOMBRA DEL LAGO DR,,30.527481,-84.362108,208,,E,CAPITAL CIR NW,,5,15,1,EC2,,
89297557,2019,2019-05-18 10:50,18,2,2,N Monroe St,,30.542832,-84.372451,2000,,N,POTCAKE,,2,18,1,EC2,,
89141180,2019,2019-05-18 11:10,15,2,2,GOODWOOD DR,,30.465301,-84.253453,609,,N,BROWN ST,,5,15,1,EC2,,
89141191,2019,2019-05-18 12:10,15,2,2,Apalachee Pkwy,1500,30.436544,-84.253688,,,,,,9,15,2,EC2,,
89297697,2019,2019-05-18 12:30,14,3,5,Woodville Hwy,,30.373597,-84.269353,104,,N,THE LAKES AT SAN MARCOS APARTMENTS,,4,14,1,EC2,,
89141183,2019,2019-05-18 13:26,14,2,2,Capital Circle NW,,30.478822,-84.363004,12,,N,E I-10,,5,14,1,EC2,,
89141182,2019,2019-05-18 13:28,14,2,2,S Monroe St,,30.398199,-84.280003,,,,GAILE AVE,,3,14,1,EC2,,
89141184,2019,2019-05-18 15:30,27,1,1,W Tennessee St,1660,30.449311,-84.309206,,,,,,9,27,2,EC2,,
89141187,2019,2019-05-18 16:00,14,2,2,E Bradford Rd,,30.467538,-84.277239,,,,N MERIDIAN RD,,5,14,1,EC2,,
89141186,2019,2019-05-18 16:00,14,2,3,Governors Square Blvd,,30.439798,-84.261501,87,,E,S MAGNOLIA DR,,5,14,1,EC2,,
89297695,2019,2019-05-18 16:31,14,2,4,Capital Circle SW,,30.375812,-84.292857,43,,W,CRAWFORDVILLE RD,,4,14,1,EC2,,
89141188,2019,2019-05-18 17:20,14,2,4,Village Square Blvd,,30.510332,-84.247526,92,,W,THOMASVILLE RD,,5,14,1,EC2,,
89141189,2019,2019-05-18 18:18,14,2,3,N Monroe St,,30.454908,-84.280722,68,,N,E 5TH AVE,,2,14,1,EC2,,
89141193,2019,2019-05-18 18:35,14,2,4,GARFIELD ST,,30.405341,-84.274393,,,,PAUL RUSSELL RD,,5,14,1,EC2,,
89141192,2019,2019-05-18 18:50,14,2,3,S Bronough St,,30.435437,-84.284385,,,,W GAINES ST,,5,14,1,EC2,,
88109689,2019,2019-05-18 19:30,14,2,3,STATE ROAD 263,,30.47875,-84.36329,50,,S,INTERSTATE 10 (STATE ROAD 8),,3,14,1,EC2,,
88092913,2019,2019-05-18 19:35,14,3,4,STATE ROAD 261 (CAPITAL CIR SE),,30.37565,-84.27016,40,,E,STATE ROAD 363 (WOODVILLE ROAD),,3,14,1,EC2,,
89297681,2019,2019-05-18 20:55,15,2,2,N Monroe St,3221,30.48836,-84.316434,,,,,,9,15,8,EC2,,
89297483,2019,2019-05-18 22:50,14,2,2,N Monroe St,,30.544252,-84.373349,1760,,N,CARTER TRL,,2,14,1,EC2,,
88109690,2019,2019-05-18 22:50,32,1,1,COUNTY ROAD 155 (N MERIDIAN ROAD),,30.652890712948,-84.2674446080425,400,,S,MERIDIAN HILLS ROAD,,4,32,2,EC2,,
88056980,2019,2019-05-18 23:00,14,3,5,UNITED STATES-27 (NORTH MONROE STREET),,30.4867987883182,-84.315688059086,,0.1,S,SESSIONS ROAD,,2,14,1,EC2,,
89141175,2019,2019-05-18 23:54,34,1,1,STONE VALLEY WAY,,30.433806,-84.295141,,,,MOSLEY ST,,5,34,2,EC2,,
89141194,2019,2019-05-19 00:00,14,2,2,Capital Circle NE,,30.496453,-84.246161,620,,S,VILLAGE GREEN WAY,,2,14,1,EC2,,
89141195,2019,2019-05-19 01:36,14,2,3,W Tennessee St,,30.444722,-84.293995,,,,N DEWEY ST,,5,14,1,EC2,,
89297596,2019,2019-05-19 05:10,13,1,1,N Meridian Rd,,30.526208,-84.277455,1550,,N,MACLAY RD,,4,13,1,EC2,,
89141196,2019,2019-05-19 08:19,14,2,2,Apalachee Pkwy,,30.427576,-84.226511,,,,CAPITAL CIR SE,,2,14,1,EC2,,
89141197,2019,2019-05-19 09:02,14,2,3,N Monroe St,,30.458071,-84.280705,76,,N,E 7TH AVE,,2,14,1,EC2,,
89141198,2019,2019-05-19 12:35,14,2,2,Capital Circle NE,,30.459715,-84.228183,,,,MAHAN DR,,2,14,1,EC2,,
89141199,2019,2019-05-19 14:20,24,1,1,Killarney Way,,30.510937,-84.233263,199,,W,TULLAMORE LN,,5,24,10,EC2,,
89141200,2019,2019-05-19 15:00,15,2,5,TWIN OAKS AT SOUTHWOOD,,30.394503,-84.228746,,,,,,9,15,1,EC2,,
89141203,2019,2019-05-19 16:24,14,2,2,W Orange Ave,,30.419343,-84.350134,122,,E,CAPITAL CIR SW,,5,14,1,EC2,,
89141201,2019,2019-05-19 17:30,14,2,2,Timberlane Rd,,30.504763,-84.252398,421,,W,THOMASVILLE RD,,5,14,1,EC2,,
89141202,2019,2019-05-19 18:56,14,2,2,N Magnolia Dr,,30.455277,-84.262373,,,N,MICCOSUKEE RD,,5,14,1,EC2,,
89141205,2019,2019-05-20 06:49,14,2,2,High Rd,,30.453133,-84.313459,17,,S,POLO CLUB APARTMENTS,,5,14,1,EC2,,
89141207,2019,2019-05-20 06:54,14,2,3,W Tennessee St,,30.447614,-84.318567,387,,W,OCALA RD,,2,14,1,EC2,,
89141206,2019,2019-05-20 07:25,14,2,4,Old Bainbridge Rd,,30.473063,-84.311216,,,,HIGH RD,,4,14,1,EC2,,
89141210,2019,2019-05-20 07:25,14,2,2,Capital Circle NE,,30.443911,-84.226649,426,,N,CAPITAL PARK DR,,3,14,1,EC2,,
89297434,2019,2019-05-20 07:50,14,2,3,BLUE WATERS RD,,30.300341,-84.235987,73,,N,BROAD LEAF DR,,5,14,1,EC2,,
89141208,2019,2019-05-20 07:57,14,2,2,W Tennessee St,,30.444735,-84.293727,79,,E,N DEWEY ST,,2,14,1,EC2,,
89141209,2019,2019-05-20 08:20,14,2,2,W 7TH AVE,,30.457877,-84.283705,165,,W,N DUVAL ST,,4,14,1,EC2,,
89297620,2019,2019-05-20 09:13,18,2,3,Mahan Dr,,30.4765,-84.182641,,,,CHAMPAGNE DR,,3,18,1,EC2,,
88592925,2019,2019-05-20 11:17,15,2,1,UNNAMED RD,,30.432144,-84.301066,,,,,,9,15,2,EC2,,
88047547,2019,2019-05-20 11:41,14,2,3,STATE ROAD 20 (BLOUNTSTOWN HIGHWAY),,30.4349326074143,-84.3551139725315,200,,W,STATE ROAD 263 (CAPITAL CIRCLE NW),,3,14,1,EC2,,
89141211,2019,2019-05-20 12:10,14,2,2,Village Square Blvd,,30.511006,-84.24859,230,,E,FINANCIAL PLZ,,5,14,1,EC2,,
89141213,2019,2019-05-20 12:45,14,2,3,Lonnbladh Rd,,30.497534,-84.24843,,,,,,9,14,8,EC2,,
89141212,2019,2019-05-20 12:45,39,1,1,Maclay Rd,1372,30.513795,-84.249642,,,,MACLAY BLVD,,5,39,2,EC2,,
89141214,2019,2019-05-20 13:15,14,3,4,W Tennessee St,,30.449163,-84.31528,197,,E,OCALA RD,,2,14,1,EC2,,
89141216,2019,2019-05-20 13:28,14,2,3,Jackson Bluff Rd,,30.434541,-84.323036,52,,W,ESSEX DR,,4,14,1,EC2,,
88592926,2019,2019-05-20 14:26,14,2,2,CHAMPIONS WAY,296,30.436975,-84.305688,,,,,,9,14,2,EC2,,
89141215,2019,2019-05-20 14:34,14,2,5,BRIGHTON RD,,30.416389,-84.271395,,,,PUTNAM DR,,5,14,1,EC2,,
88060352,2019,2019-05-20 15:25,14,2,2,SB SR 263 (CAPITAL CIRCLE SW),,30.4352231005578,-84.3530772673528,4,,S,SR 20 (BLOUNTSTOWN HIGHWAY),,3,14,1,EC2,,
89141217,2019,2019-05-20 16:10,30,1,1,W Tharpe St,2774,30.465714,-84.343799,,,,,,9,30,8,EC2,,
89297541,2019,2019-05-20 16:28,14,2,6,OLD SAINT AUGUSTINE RD,,30.418408,-84.219116,,,,OLD FRIENDS DR,,5,14,1,EC2,,
88060353,2019,2019-05-20 16:45,15,2,2,APALACHEE PARKWAY NEIL KIRKMAN BUILDING,2900,30.4311487537738,-84.2267893969249,50,,E,DICK WILSON BLVD,,9,15,1,EC2,,
88074488,2019,2019-05-20 17:00,14,2,4,UNITED STATES HIGHWAY 27,,30.50248,-84.32937,,0.25,S,FRED GEORGE RD,,2,14,1,EC2,,
89141221,2019,2019-05-20 17:13,14,2,2,GREER RD,,30.488087,-84.236759,,,,LONNBLADH RD,,5,14,1,EC2,,
89141224,2019,2019-05-20 17:24,14,2,4,US-27,,30.442227,-84.280652,,,,E PARK AVE,,5,14,1,EC2,,
89141218,2019,2019-05-20 17:26,14,2,4,N Magnolia Dr,,30.453383,-84.262521,,,S,FREDERICK DR,,5,14,1,EC2,,
89297458,2019,2019-05-20 17:34,14,3,3,NINA RD,,30.436673,-84.349481,,,,W PENSACOLA ST,,3,14,1,EC2,,
89297561,2019,2019-05-20 17:38,15,2,4,W Call St,299,30.443,-84.283905,,,,,,9,15,2,EC2,,
89141219,2019,2019-05-20 18:45,14,2,4,W Tennessee St,,30.448993,-84.312573,56,,E,W CALL ST,,2,14,1,EC2,,
87249942,2019,2019-05-20 19:09,14,2,2,CAPITOLA RD,,30.4498566616706,-84.0932609849338,500,,S,MISTY BLUE LANE,,4,14,1,EC2,,
89141220,2019,2019-05-20 19:26,25,1,2,Pepper Dr,1300,30.429293,-84.304756,787,,W,LAKE BRADFORD RD,,5,25,10,EC2,,
89141223,2019,2019-05-20 19:45,15,2,1,PHYSICIANS DR,1621,30.461377,-84.258101,,,,,,9,15,8,EC2,,
89141222,2019,2019-05-20 20:00,14,2,3,BLOSSOM CIR,,30.406807,-84.305202,252,,E,SPRINGHILL RD,,5,14,1,EC2,,
89297481,2019,2019-05-20 23:25,14,2,3,Capital Circle SW,,30.375838,-84.292651,,,,CRAWFORDVILLE RD,,3,14,1,EC2,,
87511831,2019,2019-05-21 00:00,36,1,1,TCC PARKING LOT B,,30.4447,-84.3388,,,,,,9,36,8,EC2,,
89141226,2019,2019-05-21 07:05,14,2,2,S Bronough St,,30.441497,-84.284359,132,,S,W PARK AVE,,5,14,1,EC2,,
89141225,2019,2019-05-21 07:47,14,2,2,E Tennessee St,,30.444744,-84.2813,195,,W,N MONROE ST,,2,14,1,EC2,,
89141228,2019,2019-05-21 08:15,14,2,2,Velda Dairy Rd,,30.537557,-84.222267,,,,TREDINGTON PARK DR,,5,14,1,EC2,,
89141227,2019,2019-05-21 08:32,14,2,5,Thomasville Rd,,30.538444,-84.230005,,,,VELDA DAIRY RD,,2,14,1,EC2,,
89141234,2019,2019-05-21 08:42,14,2,2,I 10,,30.501265,-84.254436,900,,W,THOMASVILLE RD,,1,14,1,EC2,,
89141229,2019,2019-05-21 09:00,14,2,2,UNNAMED RD,,30.459281,-84.360788,197,,N,W TENNESSEE ST,,2,14,1,EC2,,
89141233,2019,2019-05-21 09:21,14,2,3,E 6TH AVE,,30.456277,-84.269897,27,,W,TERRACE ST,,5,14,1,EC2,,
89141230,2019,2019-05-21 10:12,15,2,1,PAYNE ST,,30.462817,-84.269259,262,,N,GWEN ST,,5,15,1,EC2,,
89141231,2019,2019-05-21 10:56,14,2,2,N Adams St,,30.457746,-84.28191,,,,E 7TH AVE,,5,14,1,EC2,,
89141232,2019,2019-05-21 11:20,14,2,2,Monticello Dr,,30.471661,-84.291356,120,,S,N MONROE ST,,5,14,1,EC2,,
88047548,2019,2019-05-21 12:55,14,2,2,MICCOSUKEE COMMONS DR,1803,30.46667,-84.23301,,0.25,S,MICCOSUKEE ROAD,,9,14,8,EC2,,
89141240,2019,2019-05-21 13:22,14,2,4,W Pensacola St,,30.440649,-84.318041,269,,W,S OCALA RD,,5,14,1,EC2,,
89141235,2019,2019-05-21 13:31,14,2,2,Ocala Rd,,30.44842,-84.317043,44,,S,W TENNESSEE ST,,5,14,1,EC2,,
89141236,2019,2019-05-21 13:37,14,2,3,Capital Circle NE,,30.494095,-84.24486,515,,N,HERMITAGE BLVD,,2,14,1,EC2,,
89297447,2019,2019-05-21 13:42,15,2,1,WATEROAK PLANTATION RD,6030,30.551845,-84.224188,,,,,,9,15,8,EC2,,
89141237,2019,2019-05-21 14:05,14,2,2,Miccosukee Rd,,30.448254,-84.274501,,,,E GEORGIA ST,,5,14,1,EC2,,
89141238,2019,2019-05-21 14:10,14,2,2,Thomasville Rd,,30.526105,-84.236274,,,,FORSYTHE WAY,,5,14,1,EC2,,
88047549,2019,2019-05-21 14:37,14,2,2,STATE ROAD 20 (BLOUNTSTOWN HIGHWAY),,30.44152,-84.43697,20,,E,WHISPERING PINES DR WEST,,3,14,1,EC2,,
89141241,2019,2019-05-21 14:52,14,3,3,FULTON RD,,30.481636,-84.293063,377,,E,ALLEN RD,,5,14,1,EC2,,
89141239,2019,2019-05-21 15:00,14,2,3,Apalachee Pkwy,,30.427158,-84.228664,115,,W,KINGS DR,,2,14,1,EC2,,
89141243,2019,2019-05-21 15:40,14,2,3,Capital Circle SE,,30.407227,-84.235142,,,,BARCELONA LN,,5,14,1,EC2,,
89141244,2019,2019-05-21 15:46,38,1,3,ELMWOOD RD,3064,30.481601,-84.161108,611,,W,WALDEN RD,,5,38,3,EC2,,
89141269,2019,2019-05-21 15:50,14,2,3,Ocala Rd,,30.460336,-84.318187,53,,N,INVERNESS APARTMENTS,,5,14,1,EC2,,
89141242,2019,2019-05-21 15:57,14,2,3,HILLCREST ST,,30.452171,-84.268631,259,,S,MICCOSUKEE RD,,5,14,1,EC2,,
88060354,2019,2019-05-21 16:50,14,2,2,WB SR 20 (BLOUNTSTOWN HIGHWAY),,30.4357966113384,-84.3738532906737,10,,W,AENON CHURCH ROAD,,3,14,1,EC2,,
89141246,2019,2019-05-21 17:00,14,2,2,N Magnolia Dr,,30.455967,-84.262666,138,,S,E 6TH AVE,,5,14,1,EC2,,
85871812,2019,2019-05-21 17:02,14,2,1,PHILLIPS ROAD FDLE PARKING LOT,2331,,,,,,,,9,14,8,PR2,,
89141245,2019,2019-05-21 17:10,14,2,2,S Adams St,,30.420837,-84.282033,,,,LINCOLN ST,,5,14,1,EC2,,
89141250,2019,2019-05-21 17:22,14,2,3,Blair Stone Rd,,30.425622,-84.249458,556,,S,BLAIRSTONE PINES DR,,5,14,1,EC2,,
89141247,2019,2019-05-21 17:24,14,2,2,Mahan Dr,,30.456851,-84.236769,25,,W,RIGGINS RD,,5,14,1,EC2,,
89297638,2019,2019-05-21 17:37,14,2,2,Blountstown Hwy,,30.417839,-84.546199,137,,E,HARVEY MILL CREEK RD,,3,14,1,EC2,,
89141248,2019,2019-05-21 19:05,14,2,3,Betton Rd,,30.463697,-84.260713,228,,E,SPRUCE AVE,,5,14,1,EC2,,
89141249,2019,2019-05-21 20:02,14,2,2,S Monroe St,,30.438118,-84.280618,,,,,,9,14,1,EC2,,
